,Tags_Will revert after reading the email,Total Time Spent on Website,Lead Profile_Potential Lead,Last Notable Activity_SMS Sent,Lead Origin_Lead Add Form,Lead Profile_Unspecified,What is your current occupation_Working Professional,Last Activity_SMS Sent,Tags_Interested in other courses,Tags_Ringing,Lead Source_Reference,What is your current occupation_Unemployed,Last Notable Activity_Modified,Last Activity_Olark Chat Conversation,Tags_Closed by Horizzon,Specialization_Unspecified,Tags_switched off,Specialization_Operations Management,Tags_Lateral student,Do Not Email_Yes,Tags_Lost to Others,Tags_number not provided,Tags_in touch with EINS,Specialization_International Business,TotalVisits,Specialization_Human Resource Management,Last Activity_Email Bounced,Tags_invalid number,Tags_Graduation in progress,Lead Source_Social Media,Specialization_Rural and Agribusiness,Tags_Still Thinking,Tags_opp hangup,Last Notable Activity_Email Received,Tags_Interested  in full time MBA,Lead Source_Olark Chat,Lead Origin_Landing Page Submission,Last Activity_Page Visited on Website,Lead Profile_Student of SomeSchool,Tags_wrong number given,Lead Source_blog,Lead Source_Welingak Website,How did you hear about X Education_Student of SomeSchool,What is your current occupation_Other,Tags_Not doing further education,Last Activity_View in browser link Clicked,Specialization_IT Projects Management,Tags_Busy,Specialization_E-COMMERCE,Last Notable Activity_Resubscribed to emails,Lead Source_Direct Traffic,Last Activity_Unreachable,City_Tier II Cities,How did you hear about X Education_SMS,Last Activity_Resubscribed to emails,Tags_In confusion whether part time or DLP,Lead Source_Pay per Click Ads,Last Notable Activity_View in browser link Clicked,Lead Profile_Lateral Student,Lead Profile_Other Leads,Lead Source_Google,Page Views Per Visit,Tags_Want to take admission but has financial problems,City_Other Metro Cities,Tags_Interested in Next batch,Last Activity_Visited Booth in Tradeshow,Lead Origin_Quick Add Form,Lead Source_Press_Release,Last Activity_Unsubscribed,Last Activity_Converted to Lead,Lead Source_bing,Lead Origin_Lead Import,Last Activity_Email Received,How did you hear about X Education_Unspecified,What matters most to you in choosing a course_Other,Lead Source_Live Chat,How did you hear about X Education_Other,Last Notable Activity_Email Opened,Last Activity_Email Opened,Lead Source_Organic Search,Lead Source_welearnblog_Home,Last Notable Activity_Page Visited on Website,Last Activity_Email Link Clicked,City_Other Cities of Maharashtra,Lead Source_Others,Last Notable Activity_Unsubscribed,Specialization_Services Excellence,Converted
9073,False,-0.7754983063467977,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.410242377100651,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
5071,False,0.1275817945232577,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,4.90301268131066,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5539461657167712,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,1
8789,False,-0.8575964973349846,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.1726516944229551,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7949933014211268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1226,False,-0.8904357737302593,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1830,False,0.07467407144198175,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.3128990300124157,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
3068,False,-0.7536054554166145,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.285677808984768,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.723370387055971,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0
5565,False,-0.8904357737302593,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3106,True,2.9298667135867023,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1726516944229551,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.7949933014211268,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
9029,False,1.245941596206781,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,-0.3838613628579513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.6512895128050066,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,1
2627,False,-0.16614728879003304,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,-0.3838613628579513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.6512895128050066,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
3667,False,-0.5200817121613275,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,-0.3838613628579513,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.1691952413962954,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0
7939,False,1.899078315623912,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.3128990300124157,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
447,False,-0.8904357737302593,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,1
6028,False,-0.47994481878932505,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,-0.3838613628579513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.1691952413962954,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1
1929,False,-0.8904357737302593,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
8270,False,0.01811753987234191,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,-0.3838613628579513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.1691952413962954,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,0
2001,True,-0.04391220442984371,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1726516944229551,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.1691952413962954,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,1
7931,True,0.35380792080181706,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.3838613628579513,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,-0.1691952413962954,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
